reward,distance_to_goal,distance_to_goal_reward,multi_agent_nav_reward,success,did_multi_agents_collide,num_steps,spl,psc,stl,human_collision,episode_id
24.680992126464844,0.11003835499286652,0.15140803158283234,0.2221120473742485,1.0,0.0,109.0,0.9214811203511347,0.9357798165137615,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 24
18.66312026977539,0.0752310529351234,0.2070834264159202,0.3056251396238804,1.0,0.0,56.0,0.986693373591331,1.0,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 23
-0.1094811558723449,11.09253215789795,-0.0,-0.0089481169946437,0.0,1.0,10.0,0.0,0.0,0.0,1.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 22
22.8101806640625,0.1235356554389,0.2082731798291206,0.3074097697436809,1.0,0.0,188.0,0.8648896243041724,0.8776595744680851,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 21
20.612449645996094,0.1453529298305511,0.1212462186813354,0.1768693280220031,1.0,0.0,73.0,0.9812950269954688,0.726027397260274,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 20
-1.8665735721588133,12.982297897338867,-0.0,0.0,0.0,0.0,500.0,0.0,1.0,0.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 19
15.467934608459473,0.1700992584228515,0.2074774205684662,0.3062161308526993,1.0,0.0,35.0,1.0,1.0,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 18
8.744318008422852,0.991381824016571,0.2006521821022033,0.295978273153305,0.0,1.0,57.0,0.0,0.9824561403508772,0.0,1.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 17
6.0123677253723145,5.136179447174072,-0.0,-0.0074431073689477,0.0,1.0,75.0,0.0,0.9466666666666668,0.0,1.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 16
-1.2381447553634644,11.237296104431152,0.0231246948242187,0.0296870422363281,0.0,0.0,500.0,0.0,1.0,0.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 15
20.01757431030273,0.1470762491226196,0.200908213853836,0.3013623207807541,1.0,0.0,126.0,1.0,1.0,1.0,0.0,data/scene_datasets/hm3d/val/00844-q5QZSEeHe5g/q5QZSEeHe5g.basis.glb 24
9.704297065734863,1.5770496129989624,0.2075079679489135,0.3062619519233703,0.0,1.0,62.0,0.0,0.935483870967742,0.0,1.0,data/scene_datasets/hm3d/val/00844-q5QZSEeHe5g/q5QZSEeHe5g.basis.glb 23
5.02980375289917,4.136142730712891,0.1801681518554687,0.2628894519584734,0.0,1.0,125.0,0.0,0.968,0.0,1.0,data/scene_datasets/hm3d/val/00844-q5QZSEeHe5g/q5QZSEeHe5g.basis.glb 22
13.004737854003906,2.9155514240264893,0.1879703998565673,0.274595936030368,0.0,1.0,74.0,0.0,0.918918918918919,0.0,1.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 13
15.606075286865234,0.0742921829223632,0.2034370303153991,0.3051555454730987,1.0,0.0,60.0,0.9794612655016388,1.0,1.0,0.0,data/scene_datasets/hm3d/val/00824-Dd4bFSTQ8gi/Dd4bFSTQ8gi.basis.glb 12
